With article id: 1478bf7b-1c23-4235-9ed2-b8c287fc952c and link: http://www.reuters.com/finance/stocks/INWN.NS/key-developments/article/3268357
'638590509603274752'	Inox Wind Says: Will Be Responsible For Entire Project Lifecycle @CNBCTV18Live
With article id: 79bb22c6-539f-4dd7-af2e-4d8672599d17 and link: http://www.newindianexpress.com/sport/Djokovics-Warrior-Spirit-Defeats-Uprising/2015/09/15/article3029314.ece
'643254314320982016'	#13S Novak Djokovic is the US Open Champion! Djokovic defeats Federer in 4 thrilling sets  http://t.co/2b742fRroz via @SportsCenter
'644615064100696064'	Thomas was at the home the night of the shooting. He says his memory is not perfect of that night.
'642457434724921344'	He served in the US Air Force and as governor of Texas with distinction, and I have no doubt that his service to our nation is not over.
'643295124244402176'	U.S. Open 2015: Novak Djokovic wins title http://t.co/OOYmzhDZHd
'643259389617397760'	Novak Djokovic wins 2015 US Open men?s final: Novak Djokovic wins 2015 US Open men’s final http://t.co/zdjT5pKzIp
'643282582352850945'	Djokovic said he hugged actor Gerard Butler in his box after the match and yelled; "This is Sparta!"
'647502685885829121'	@sjpuls @AngeMFL Gahhhh! She's truly unstoppable now
'639242236819955712'	younger jeezy vs. the robot uprisingwinner: robot uprising http://t.co/3S8HWm7R3i
'638689637926608896'	Come one, come all! http://t.co/8hTkOyXSlP
'643428784075616256'	VIDEO: Novak Djokovic declares “This is Sparta!” with Gerard Butler at @usopen http://t.co/biPJuoxRWf http://t.co/9YTvLQeOQz
'641240781118795777'	@nickbull21 Sadly noted. But I am following. If you see Gerard Butler there congratulate him on his face and give him my number.
'643319566882484225'	Novak Djokovic: This is Spartaaa! http://t.co/3U0lh9drA1 http://t.co/6bAlybYakP
'643737622553210880'	RT @ETribuneSports: VIDEO: Watch Novak Djokovic, Gerard Butler shout out loud 'This is Sparta' http://t.co/rHZ0W8T2rE http://t.co/bh2Rnefh9K
'643989634859401217'	Why Can’t Novak Djokovic Get Some Respect? https://t.co/NwiF7lRFuM
'644539083578970112'	Come baby come. http://t.co/dWGJsi0ZBf
'643294122221002752'	U.S. Open 2015: Novak Djokovic wins title http://t.co/YNB1QACF2s
'640922524428206080'	NBA Warrior Stephen Curry plays Terracotta Warrior http://t.co/AFYPCr7nIA
'643256633758457857'	Djokovic's total prize for winning US Open: $3.8 million dollars
'644080961622290433'	‘This is Sparta!’ Djokovic and Gerard Butler celebrate #USOpen win with war cry. http://t.co/N8b4OVkK7E #9News http://t.co/GECdRw8qaq
'643739059190386688'	#Flabba Sindi: I asked him: "Who the F*#! do you think you are?" Flabba said was being disrespectful in front of his friends #SABCNews
'641000782930821120'	@bilaltanweer @BhopalHouse “Man has not one and the same life. He has many lives, placed end to end, and that is the cause of his misery.”
'643261755154669568'	"Playing against probably the best player in the history of the game adds a little more pressure." - Novak Djokovic http://t.co/KuPDSzrhDy
'643254485435961344'	Novak Djokovic defeats Roger Federer in US Open final, earning his 10th Grand Slam title - @nytimes http://t.co/e9Fci9CltC
'643847793589813252'	RT @DAVIDprice14: Kawasaki is the BEST!! Just saw him in Starbucks and he put his name down as Michael...and I said Michael?! He said yes M…
'648679340889145344'	Guys, we're streaming the Jean Claude Van Damme classic BLOODSPORT on Break! GAHHHH. http://t.co/PfftJ5WxkM http://t.co/WqMdOjcw96
'643704089663041536'	The making of Novak Djokovic: Why his US Open win was so important http://t.co/9oNNT3HmyY #Sports http://t.co/BMYLS2Hr3d
'643314096100642816'	The end has come.  https://t.co/uXYNxBUfLk
'643739846800904192'	@imTejasBarot come come
'649173154061881344'	She said he put them in his mouth before the end of the visit and that he planned to spit them out after a strip... http://t.co/B8cnSqOirZ
'640838049534988288'	@Gillian_Philip come on, come on!!
'645431527275282436'	#Astros win!  Defeat the A's, 10-6 in a come from behind victory.  Win #78!  #KHOU11 http://t.co/10FFAK6I08
'640053269838999554'	Having come tantalisingly close to taking off, Brazil’s economy has stalled. @HJJoyceEcon explains #QandAhttp://t.co/H7CWgJjUFU
'643205159967948800'	Novak Djokovic is the edge of one hell of a blade, though
'643206533719834624'	Djokovic's right elbow bleeding after that nasty fall
'643415984557133829'	Look what's arrived @claudiamassie can't come on the Sat :( but will come see. http://t.co/sj03Z5pzs7
'643723955132497920'	@BBCNewsbeat mmm. I suspect the angle he's at is explained by him listening to the speaker next to his left ear; it's mighty loud in there
'641310110187421698'	Spirit of a Warrior.
'643286301022679040'	Novak Djokovic wins second US open crownhttp://t.co/DceokBaNVa
'643958796067278848'	Come back.....come back..... https://t.co/1CXsv24i4E
'643615767527714816'	Jacoby said City Manager Rod Butler, in his suit, met with him earlier this month to walk the trail.
'643239214511976452'	Federer misses a backhand he had to have, Djokovic breaks, Djokovic points to his temple. Giant moment.
'647824590127783936'	@davidakin it’s 5-0 jays and i’m in NPT?! GAHHHH
'644958686511697920'	RT @anislandher: #Vakabauta #Dei settle down Viti! On tiko. Time to bring on that warrior spirit!
'643253433127038976'	RT @SportsCenter: Novak Djokovic is the US Open Champion! Djokovic defeats Federer in 4 thrilling sets to win his 2nd US Open title. http:/…
'643634034074120192'	@TennS4Ever Absolutely. Interesting to hear Djokovic's point of view
'643238099321905152'	Ice in Djokovic's veins
'643308556171804672'	Novak Djokovic defeats Roger Federer to win the U.S. Open! It is his 10th major title http://t.co/SWndU5ps2A
'643405116482019328'	Gerard Butler fired me up to win #USOpen, says Novak Djokovic http://t.co/kdCxD8o2b5 http://t.co/UI8IqWyQhC
'648217117725208576'	The happy warrior. @petosagan
'643217924111638528'	Roger Federer has come back from a set down to win 4 Grand Slam finals
'643450414306713600'	'This.. is.. SPARTA!': Watch Gerard Butler and Novak Djokovic's celebration after US Open winhttp://t.co/Lm6IYfMkTy http://t.co/kAzdqzRwta
'638832825236492288'	@sternbergh WARRIOR WARRIOR WARRIOR
'648466479374041088'	Dan Jarvis says that many of his friends from the army were killed in service, something he says he had to "put it in a box". #Lab15
'643253524097318916'	Djokovic wins in four sets. He shows great mental fortitude to beat Federer and the crowd. It is his 10th major title, and 3rd of the year.
'641466476462014464'	Novak Djokovic lost his mind -- and his shirt -- after dropping a set at the US Open. WATCH: http://t.co/MzVypDW0qW
'643264524657762304'	RT @StuartEmmrichNY: A prescient profile from @NYTStyles: Novak Djokovic Is No. 1, Like It or Not  http://t.co/pFgdEKUVud
'643797393994051584'	This is despite the fact he is representing a defendant in open court at #Westminster Mags today. The clerk didn't have a record of his name
'643739795844374528'	#FlabbaTrial Manqele: he said to me why do I speak to other men in front of him, his friends and his colleagues. MR
'643787118142181376'	Why can’t Novak Djokovic get some respect? http://t.co/Kt8aZaQPIn http://t.co/pEr51hOFIU
'643257625845612545'	Novak Djokovic: 9th major title in the last 5 years; more than any other 2 players combined over that span
'643582011672817664'	Overheard at #TIFF15 "Maggie Smith, I don't know who she is." "She's in that TV show, the one with the butler."
'643713350032060416'	The event, which takes place in the 3aaa Pavilion, is on Sunday 15 November. Join us as we celebrate with past players the history of #DCCC
'641876327780478976'	Any other country - "Come on Ireland, come on Canada". Here? Come on four different nations.
'643280871831633920'	Federer played his trademark aggressive game against the deadliest counter- puncher in Djokovic. The diff: Novak saved 19 break-points.
----------
With article id: c6b42592-a85d-426b-af19-d580b054b665 and link: http://www.freshnews.com/news/1128243/applied-biomath-llc-to-sponsor-and-present-inaugural-quantitative-systems-pharmacology
'639108741233639424'	Statistical Reasoning and Analysis at 1 then Applied Investments from 5-7:30p.
'648324288278327296'	RT @CONCEITEDDJ: #SuperBloodMoon from #Boston #MA @SPACEdotcom http://t.co/gfzFP8fWJa
'643802884920999936'	AccuTrack Radar on the hour. It's September 15, 2015 at 11:05AM http://t.co/BTXYWm4HRC
'643862952626515968'	AccuTrack Radar on the hour. It's September 15, 2015 at 03:04PM http://t.co/jiPSvgJdPP
'641946582632546304'	Tepper focusing on Quantitative Tightening
'646535524883296256'	AccuTrack Radar on the hour. It's September 23, 2015 at 12:04AM http://t.co/VIHX0WBsJX
'642561022658785280'	Boston, MA (Suffolk) **Stabbing** - 800 Boylston St - BPD &amp; Boston EMS O/S W/ a subject stabbed. Crime scene established.
'646550492106108928'	AccuTrack Radar on the hour. It's September 23, 2015 at 01:03AM http://t.co/yiPnDBskCr
'643711874660474880'	AccuTrack Radar on the hour. It's September 15, 2015 at 05:04AM http://t.co/b3aqytXWdD
'648398475495763968'	@da_nibbler and chose from the applicants that applied based on the example work and resumes presented.
'644049760962392064'	.@1Globalprince justice can only work if applied universally.
'649220978116022272'	"Project looks at quantitative and qualitative issues that affect border industries that are concentrated, dynamic and binational." @ErikLee
'642875592900243456'	Police investigate deadly stabbing outside 7-11 on Mass. Ave in Cambridge. @michaelnecn has more. http://t.co/jHCc87Fxwl
'640112241967296512'	Both Daniel and Dany are now on their 7th ICE of the season. Grid penalties to be applied. #ItalianGP #F1
'640722733689495552'	US narrative on diversity bring blindly applied in India, which has different history and details @newspaperwallah
'646807360900608001'	AccuTrack Radar on the hour. It's September 23, 2015 at 06:04PM http://t.co/gyjQyHyEbl
'643827081424564224'	#Rome municipality to present 2015-17 anti-#corruption program on Monday. Cash tips aren't encouraged at entrance
'644896874860802048'	Considering I applied this at 8:30am, and have eaten two meals in the meantime @louboutinworld… https://t.co/UTWKh4olPS
'644941613379231744'	♫ Just Announced: Boston, MA - Nov 6 at Boston Comedy Festival (Crowd Work Show) http://t.co/hRniJSHz9c
'643542417585651712'	Orbán: those who applied haven't applied for asylum in SRB will be sent back there, that's a safe country
'639977693753274368'	Roll on Labor Day weekend (@ The Westin Boston Waterfront in Boston, MA) https://t.co/r2110TNpmB
'646739660648136704'	Last stop before Beirut (at @BostonParkPlaza in Boston, MA w/ @dnk4r @ginoraidy) https://t.co/LxGym5aNMY http://t.co/WYqLkfp1xm
'644921258572939265'	Come visit us in #Cambridge at PARKing Day event (Mass Ave: Porter-North location) #PARKingday #NatlPrep #ReadyMA http://t.co/CCT4wpl2WW
'646867775038824448'	AccuTrack Radar on the hour. It's September 23, 2015 at 10:04PM http://t.co/gJvDGJDLL5
'643877943580561408'	AccuTrack Radar on the hour. It's September 15, 2015 at 04:03PM http://t.co/oNsFRjwhEC
'646692492910436352'	Off to St Louis! (@ Boston Logan International Airport (BOS) in Boston, MA) https://t.co/iRBu1g5nOH
'640367803258814464'	@BenMullin Applied A.D.D.
'643757415649943552'	AccuTrack Radar on the hour. It's September 15, 2015 at 08:04AM http://t.co/LGpo0m8X1d
'643832376573980672'	AccuTrack Radar on the hour. It's September 15, 2015 at 01:02PM http://t.co/9aTwtX1NHl
'644937105240625152'	.@DDay86 discussing the 2015-2016 Field Program at the @PAGOP's 2015 Fall Meeting! http://t.co/vCYvfuAA62
'643158393088278528'	@nataliehumphryx  the fees are applied. ^Martyna
'639660971489894401'	Boi: Institute of Applied Studies and Research is a consulting firm #Powerbreakfast
'640995683449860096'	About to announce the inaugural @DESportsZone Top 10 Football Rankings on WDEL at 5:15!  #DelHS
'643367601243095040'	@ndSMDee @Wangleberry IMO, yeah. Applied vastly more to women than men, and applied to describe different (more normal) behaviour in women
'647572879249395712'	Failure is a measurement that depends on the standard applied.
'642443514501038080'	RT @womensworldbnkg: Looking forward to the culminating events of our inaugural Leadership &amp; Diversity for Innovation program, hosted at @C…
'640229426844803072'	I'm at City of Boston - @notifyboston in Boston, MA https://t.co/eArb3wo8ih
'643696866077634561'	AccuTrack Radar on the hour. It's September 15, 2015 at 04:04AM http://t.co/Nqs1nXXllt
'639536857760550912'	The worst drivers in the U.S., according to Allstate:1. Boston, MA2. Worcester, MA3. Baltimore, MDhttp://t.co/Kg2ilfIJn8
'640296159068704769'	#2gingers (@ Boston Public Library - @bplboston in Boston, MA) https://t.co/nylQIlHOiW
'645483175125192704'	@Mark_Jel cont1.. be applied. Thanks!
'643738475905327104'	I applied to  #JoinBCPro #BBloggers via @BeautyCrowdPro
'644547702051639296'	Roy: We're going to look more at the systems and try to play less scrimmages [at camp this year].
'643743445488660480'	RT @george_cooper__: Some thoughts on: People's Quantitative Easing &amp; the legacy of Quantitative Easing  http://t.co/AKqDTzhx4f
